sheet,chain,co_owned,state,empft,emppt,wage_st,empft2,emppt2,wage_st2,fte,fte2,dfte,gap,dw,sample
215.0,1.0,0.0,1.0,10.0,10.0,4.5,20.0,10.0,5.050000190734863,15.0,25.0,10.0,0.12222222238779068,0.5500001907348633,1.0
216.0,2.0,0.0,1.0,2.0,11.0,4.25,2.0,18.0,5.050000190734863,7.5,11.0,3.5,0.1882352977991104,0.8000001907348633,1.0
217.0,2.0,1.0,1.0,2.0,13.0,4.25,0.0,12.0,5.050000190734863,8.5,6.0,-2.5,0.1882352977991104,0.8000001907348633,1.0
218.0,2.0,1.0,1.0,7.0,4.0,4.349999904632568,5.0,3.0,5.050000190734863,9.0,6.5,-2.5,0.16091956198215485,0.7000002861022949,1.0
219.0,2.0,1.0,1.0,3.0,9.0,4.25,9.0,9.0,5.050000190734863,7.5,13.5,6.0,0.1882352977991104,0.8000001907348633,1.0
220.0,2.0,0.0,1.0,3.0,15.0,4.25,3.0,12.0,5.050000190734863,10.5,9.0,-1.5,0.1882352977991104,0.8000001907348633,1.0
221.0,2.0,0.0,1.0,1.0,28.0,4.599999904632568,1.0,15.0,5.050000190734863,15.0,8.5,-6.5,0.09782610833644867,0.4500002861022949,1.0
222.0,3.0,1.0,1.0,2.0,24.0,4.25,2.0,15.0,5.050000190734863,14.0,9.5,-4.5,0.1882352977991104,0.8000001907348633,1.0
223.0,3.0,1.0,1.0,3.0,18.0,4.75,3.0,20.0,5.050000190734863,12.0,13.0,1.0,0.06315789371728897,0.3000001907348633,1.0
225.0,3.0,1.0,1.0,3.0,27.0,4.75,12.0,25.0,5.050000190734863,16.5,24.5,8.0,0.06315789371728897,0.3000001907348633,1.0
226.0,4.0,0.0,1.0,0.0,22.0,4.25,0.0,26.0,5.300000190734863,11.0,13.0,2.0,0.1882352977991104,1.0500001907348633,1.0
228.0,4.0,0.0,1.0,3.0,28.5,4.5,11.0,19.0,5.050000190734863,17.25,20.5,3.25,0.12222222238779068,0.5500001907348633,1.0
229.0,1.0,0.0,1.0,3.0,40.0,4.5,22.0,11.0,5.5,23.0,27.5,4.5,0.12222222238779068,1.0,1.0
230.0,1.0,0.0,1.0,0.0,25.0,4.25,15.0,17.0,5.050000190734863,12.5,23.5,11.0,0.1882352977991104,0.8000001907348633,1.0
232.0,1.0,0.0,1.0,18.0,6.0,4.75,18.0,10.0,5.050000190734863,21.0,23.0,2.0,0.06315789371728897,0.3000001907348633,1.0
233.0,1.0,0.0,1.0,19.0,7.0,4.650000095367432,15.0,7.0,5.050000190734863,22.5,18.5,-4.0,0.08602148294448853,0.40000009536743164,1.0
237.0,1.0,0.0,1.0,12.0,11.0,4.25,9.0,17.0,5.050000190734863,17.5,17.5,0.0,0.1882352977991104,0.8000001907348633,1.0
238.0,2.0,1.0,1.0,0.0,22.0,4.75,25.0,15.0,5.050000190734863,11.0,32.5,21.5,0.06315789371728897,0.3000001907348633,1.0
239.0,2.0,0.0,1.0,15.0,4.0,4.25,0.0,19.0,5.050000190734863,17.0,9.5,-7.5,0.1882352977991104,0.8000001907348633,1.0
243.0,3.0,1.0,1.0,7.0,25.0,4.5,7.0,22.0,5.050000190734863,19.5,18.0,-1.5,0.12222222238779068,0.5500001907348633,1.0
244.0,3.0,1.0,1.0,12.0,30.0,4.25,16.0,12.0,5.050000190734863,27.0,22.0,-5.0,0.1882352977991104,0.8000001907348633,1.0
247.0,4.0,0.0,1.0,0.0,40.0,4.5,0.0,40.0,5.050000190734863,20.0,20.0,0.0,0.12222222238779068,0.5500001907348633,1.0
248.0,4.0,0.0,1.0,8.0,16.0,4.75,10.0,14.0,5.050000190734863,16.0,17.0,1.0,0.06315789371728897,0.3000001907348633,1.0
249.0,1.0,0.0,1.0,6.0,6.0,4.369999885559082,10.0,12.0,5.050000190734863,9.0,16.0,7.0,0.1556064337491989,0.68000030517578125,1.0
250.0,2.0,1.0,1.0,1.0,4.0,4.5,2.0,4.0,5.050000190734863,3.0,4.0,1.0,0.12222222238779068,0.5500001907348633,1.0
253.0,3.0,1.0,1.0,7.0,7.0,4.869999885559082,4.0,8.0,5.050000190734863,10.5,8.0,-2.5,0.036961011588573456,0.18000030517578125,1.0
258.0,1.0,0.0,1.0,4.0,22.0,4.25,20.0,18.0,5.050000190734863,15.0,29.0,14.0,0.1882352977991104,0.8000001907348633,1.0
260.0,1.0,1.0,1.0,10.0,20.0,4.25,4.0,26.0,5.050000190734863,20.0,17.0,-3.0,0.1882352977991104,0.8000001907348633,1.0
262.0,1.0,0.0,1.0,7.0,13.0,4.25,0.0,22.5,5.050000190734863,13.5,11.25,-2.25,0.1882352977991104,0.8000001907348633,1.0
264.0,1.0,0.0,1.0,0.0,10.0,4.25,0.0,23.0,5.050000190734863,5.0,11.5,6.5,0.1882352977991104,0.8000001907348633,1.0
267.0,1.0,0.0,1.0,6.5,20.0,4.25,30.0,25.0,5.050000190734863,16.5,42.5,26.0,0.1882352977991104,0.8000001907348633,1.0
269.0,2.0,1.0,1.0,2.0,10.0,4.449999809265137,10.0,3.0,5.050000190734863,7.0,11.5,4.5,0.134831503033638,0.6000003814697266,1.0
273.0,2.0,1.0,1.0,2.0,14.0,4.619999885559082,2.0,11.0,5.050000190734863,9.0,7.5,-1.5,0.09307362139225006,0.43000030517578125,1.0
275.0,2.0,1.0,1.0,4.0,4.0,4.25,1.0,8.0,5.050000190734863,6.0,5.0,-1.0,0.1882352977991104,0.8000001907348633,1.0
277.0,2.0,1.0,1.0,2.0,15.0,4.25,1.0,14.0,5.050000190734863,9.5,8.0,-1.5,0.1882352977991104,0.8000001907348633,1.0
278.0,2.0,1.0,1.0,3.0,4.0,4.25,0.0,9.0,5.050000190734863,5.0,4.5,-0.5,0.1882352977991104,0.8000001907348633,1.0
284.0,3.0,1.0,1.0,5.0,23.0,4.5,6.0,12.0,5.050000190734863,16.5,12.0,-4.5,0.12222222238779068,0.5500001907348633,1.0
285.0,3.0,1.0,1.0,3.0,25.0,4.75,3.0,15.0,5.050000190734863,15.5,10.5,-5.0,0.06315789371728897,0.3000001907348633,1.0
286.0,3.0,1.0,1.0,1.0,15.0,4.75,2.0,15.0,5.050000190734863,8.5,9.5,1.0,0.06315789371728897,0.3000001907348633,1.0
287.0,3.0,1.0,1.0,3.0,18.0,4.5,2.0,15.0,5.050000190734863,12.0,9.5,-2.5,0.12222222238779068,0.5500001907348633,1.0
288.0,3.0,1.0,1.0,0.0,20.0,4.75,5.0,9.0,5.050000190734863,10.0,9.5,-0.5,0.06315789371728897,0.3000001907348633,1.0
289.0,3.0,1.0,1.0,2.0,12.0,4.25,3.0,10.0,5.050000190734863,8.0,8.0,0.0,0.1882352977991104,0.8000001907348633,1.0
290.0,4.0,0.0,1.0,8.0,12.0,4.75,0.0,23.0,5.050000190734863,14.0,11.5,-2.5,0.06315789371728897,0.3000001907348633,1.0
291.0,4.0,0.0,1.0,4.0,20.0,4.550000190734863,5.0,16.0,5.099999904632568,14.0,13.0,-1.0,0.10989006608724594,0.5499997138977051,1.0
292.0,4.0,0.0,1.0,10.0,15.0,4.800000190734863,15.0,11.0,5.050000190734863,17.5,20.5,3.0,0.05208329111337662,0.25,1.0
297.0,1.0,1.0,1.0,9.0,15.0,4.25,15.0,30.0,5.050000190734863,16.5,30.0,13.5,0.1882352977991104,0.8000001907348633,1.0
303.0,3.0,1.0,1.0,10.0,35.0,4.349999904632568,12.0,35.0,5.050000190734863,27.5,29.5,2.0,0.16091956198215485,0.7000002861022949,1.0
304.0,3.0,0.0,1.0,10.0,20.0,4.5,10.0,15.0,5.050000190734863,20.0,17.5,-2.5,0.12222222238779068,0.5500001907348633,1.0
305.0,3.0,1.0,1.0,0.0,20.0,4.389999866485596,5.0,22.0,5.050000190734863,10.0,16.0,6.0,0.1503417193889618,0.6600003242492676,1.0
307.0,3.0,1.0,1.0,17.5,17.5,4.25,25.0,25.0,5.199999809265137,26.25,37.5,11.25,0.1882352977991104,0.9499998092651367,1.0
310.0,4.0,0.0,1.0,0.0,28.0,4.25,3.0,23.0,5.050000190734863,14.0,14.5,0.5,0.1882352977991104,0.8000001907348633,1.0
312.0,1.0,0.0,1.0,4.0,6.0,4.25,3.0,2.0,5.050000190734863,7.0,4.0,-3.0,0.1882352977991104,0.8000001907348633,1.0
314.0,1.0,0.0,1.0,8.0,12.0,4.619999885559082,15.0,6.0,5.25,14.0,18.0,4.0,0.09307362139225006,0.630000114440918,1.0
316.0,1.0,1.0,1.0,15.0,15.0,4.619999885559082,12.0,14.0,5.050000190734863,22.5,19.0,-3.5,0.09307362139225006,0.43000030517578125,1.0
317.0,1.0,0.0,1.0,0.0,8.0,4.25,4.0,0.0,5.050000190734863,4.0,4.0,0.0,0.1882352977991104,0.8000001907348633,1.0
318.0,2.0,0.0,1.0,5.0,7.0,4.75,7.0,6.0,5.050000190734863,8.5,10.0,1.5,0.06315789371728897,0.3000001907348633,1.0
319.0,2.0,0.0,1.0,0.0,11.0,4.619999885559082,22.0,4.0,5.050000190734863,5.5,24.0,18.5,0.09307362139225006,0.43000030517578125,1.0
322.0,3.0,1.0,1.0,8.0,13.0,4.75,12.0,5.0,5.050000190734863,14.5,14.5,0.0,0.06315789371728897,0.3000001907348633,1.0
325.0,3.0,1.0,1.0,4.0,15.0,4.5,1.0,15.0,5.050000190734863,11.5,8.5,-3.0,0.12222222238779068,0.5500001907348633,1.0
333.0,1.0,0.0,1.0,2.0,16.5,4.25,3.0,20.0,5.050000190734863,10.25,13.0,2.75,0.1882352977991104,0.8000001907348633,1.0
336.0,1.0,0.0,1.0,28.0,12.0,4.5,10.0,20.0,5.050000190734863,34.0,20.0,-14.0,0.12222222238779068,0.5500001907348633,1.0
337.0,1.0,1.0,1.0,5.0,29.5,4.869999885559082,25.0,5.0,5.050000190734863,19.75,27.5,7.75,0.036961011588573456,0.18000030517578125,1.0
339.0,1.0,1.0,1.0,18.0,6.0,4.25,5.0,9.0,5.050000190734863,21.0,9.5,-11.5,0.1882352977991104,0.8000001907348633,1.0
340.0,1.0,0.0,1.0,6.0,30.0,4.25,15.0,17.0,5.050000190734863,21.0,23.5,2.5,0.1882352977991104,0.8000001907348633,1.0
341.0,2.0,1.0,1.0,2.0,7.0,4.619999885559082,3.0,7.0,5.050000190734863,5.5,6.5,1.0,0.09307362139225006,0.43000030517578125,1.0
343.0,2.0,1.0,1.0,10.0,6.0,4.75,4.0,11.0,5.050000190734863,13.0,9.5,-3.5,0.06315789371728897,0.3000001907348633,1.0
350.0,3.0,1.0,1.0,8.0,9.0,4.75,5.0,20.0,5.050000190734863,12.5,15.0,2.5,0.06315789371728897,0.3000001907348633,1.0
351.0,3.0,1.0,1.0,2.0,27.5,4.25,10.0,20.0,5.050000190734863,15.75,20.0,4.25,0.1882352977991104,0.8000001907348633,1.0
359.0,1.0,1.0,1.0,0.0,22.0,4.25,0.0,26.0,5.050000190734863,11.0,13.0,2.0,0.1882352977991104,0.8000001907348633,1.0
360.0,1.0,0.0,1.0,3.0,25.0,4.25,5.0,32.0,5.050000190734863,15.5,21.0,5.5,0.1882352977991104,0.8000001907348633,1.0
361.0,1.0,0.0,1.0,6.0,13.0,4.25,4.0,23.0,5.050000190734863,12.5,15.5,3.0,0.1882352977991104,0.8000001907348633,1.0
363.0,2.0,0.0,1.0,0.0,25.0,4.25,14.0,7.0,5.199999809265137,12.5,17.5,5.0,0.1882352977991104,0.9499998092651367,1.0
364.0,2.0,0.0,1.0,3.5,20.0,4.25,1.0,30.0,5.050000190734863,13.5,16.0,2.5,0.1882352977991104,0.8000001907348633,1.0
366.0,3.0,0.0,1.0,2.0,17.0,4.5,1.0,19.0,5.050000190734863,10.5,10.5,0.0,0.12222222238779068,0.5500001907348633,1.0
368.0,4.0,0.0,1.0,0.0,20.0,4.25,0.0,25.0,5.050000190734863,10.0,12.5,2.5,0.1882352977991104,0.8000001907348633,1.0
370.0,1.0,0.0,1.0,20.0,11.5,4.849999904632568,26.0,5.0,5.050000190734863,25.75,28.5,2.75,0.041237134486436844,0.20000028610229492,1.0
376.0,1.0,0.0,1.0,4.0,10.0,4.5,0.0,17.0,5.050000190734863,9.0,8.5,-0.5,0.12222222238779068,0.5500001907348633,1.0
377.0,1.0,0.0,1.0,12.0,6.0,4.25,11.0,12.0,5.050000190734863,15.0,17.0,2.0,0.1882352977991104,0.8000001907348633,1.0
379.0,1.0,0.0,1.0,20.0,12.0,4.619999885559082,28.0,6.0,5.050000190734863,26.0,31.0,5.0,0.09307362139225006,0.43000030517578125,1.0
380.0,1.0,0.0,1.0,10.0,15.0,4.5,15.0,14.0,5.050000190734863,17.5,22.0,4.5,0.12222222238779068,0.5500001907348633,1.0
383.0,1.0,0.0,1.0,6.0,4.0,4.5,7.0,2.0,5.050000190734863,8.0,8.0,0.0,0.12222222238779068,0.5500001907348633,1.0
385.0,1.0,0.0,1.0,16.0,14.0,4.25,15.0,14.0,5.050000190734863,23.0,22.0,-1.0,0.1882352977991104,0.8000001907348633,1.0
386.0,1.0,0.0,1.0,0.0,19.0,4.25,14.0,10.0,5.050000190734863,9.5,19.0,9.5,0.1882352977991104,0.8000001907348633,1.0
391.0,2.0,0.0,1.0,15.0,5.0,4.25,12.0,7.0,5.050000190734863,17.5,15.5,-2.0,0.1882352977991104,0.8000001907348633,1.0
393.0,2.0,1.0,1.0,4.0,10.0,4.619999885559082,18.0,4.0,5.25,9.0,20.0,11.0,0.09307362139225006,0.630000114440918,1.0
396.0,3.0,1.0,1.0,24.0,16.0,4.869999885559082,8.0,30.0,5.400000095367432,32.0,23.0,-9.0,0.036961011588573456,0.5300002098083496,1.0
397.0,3.0,1.0,1.0,4.0,28.0,4.25,6.0,15.0,5.050000190734863,18.0,13.5,-4.5,0.1882352977991104,0.8000001907348633,1.0
398.0,3.0,1.0,1.0,14.0,13.0,4.75,25.0,15.0,5.050000190734863,20.5,32.5,12.0,0.06315789371728897,0.3000001907348633,1.0
399.0,3.0,1.0,1.0,13.0,8.0,4.869999885559082,18.0,18.0,5.050000190734863,17.0,27.0,10.0,0.036961011588573456,0.18000030517578125,1.0
400.0,3.0,1.0,1.0,16.0,15.0,4.5,8.0,24.0,5.050000190734863,23.5,20.0,-3.5,0.12222222238779068,0.5500001907348633,1.0
401.0,3.0,0.0,1.0,8.0,6.0,4.25,5.0,27.0,5.050000190734863,11.0,18.5,7.5,0.1882352977991104,0.8000001907348633,1.0
402.0,3.0,1.0,1.0,11.0,10.0,4.75,17.0,5.0,5.050000190734863,16.0,19.5,3.5,0.06315789371728897,0.3000001907348633,1.0
405.0,3.0,1.0,1.0,6.0,17.0,4.320000171661377,1.5,15.0,5.050000190734863,14.5,9.0,-5.5,0.1689814329147339,0.7300000190734863,1.0
410.0,1.0,0.0,1.0,0.0,35.0,4.25,0.0,35.0,5.050000190734863,17.5,17.5,0.0,0.1882352977991104,0.8000001907348633,1.0
411.0,1.0,0.0,1.0,0.0,36.0,4.5,4.0,36.0,5.050000190734863,18.0,22.0,4.0,0.12222222238779068,0.5500001907348633,1.0
412.0,2.0,0.0,1.0,0.0,17.0,4.5,0.0,13.0,5.050000190734863,8.5,6.5,-2.0,0.12222222238779068,0.5500001907348633,1.0
413.0,1.0,0.0,1.0,0.0,36.0,4.25,0.0,20.0,5.050000190734863,18.0,10.0,-8.0,0.1882352977991104,0.8000001907348633,1.0
414.0,1.0,0.0,1.0,0.0,36.0,4.25,13.0,9.0,5.050000190734863,18.0,17.5,-0.5,0.1882352977991104,0.8000001907348633,1.0
415.0,1.0,0.0,1.0,8.0,32.0,4.25,0.0,38.0,5.050000190734863,24.0,19.0,-5.0,0.1882352977991104,0.8000001907348633,1.0
417.0,1.0,1.0,1.0,4.0,28.0,4.25,13.0,17.0,5.050000190734863,18.0,21.5,3.5,0.1882352977991104,0.8000001907348633,1.0
418.0,1.0,0.0,1.0,30.0,15.0,4.25,0.0,35.0,5.050000190734863,37.5,17.5,-20.0,0.1882352977991104,0.8000001907348633,1.0
419.0,2.0,1.0,1.0,3.0,10.0,4.25,5.0,5.0,5.050000190734863,8.0,7.5,-0.5,0.1882352977991104,0.8000001907348633,1.0
421.0,2.0,1.0,1.0,20.0,10.0,4.619999885559082,25.0,7.0,5.050000190734863,25.0,28.5,3.5,0.09307362139225006,0.43000030517578125,1.0
422.0,2.0,0.0,1.0,0.0,7.0,4.75,5.0,10.0,5.050000190734863,3.5,10.0,6.5,0.06315789371728897,0.3000001907348633,1.0
423.0,2.0,1.0,1.0,2.0,10.0,4.949999809265137,19.0,3.5,5.25,7.0,20.75,13.75,0.02020205929875374,0.3000001907348633,1.0
424.0,2.0,1.0,1.0,3.5,6.5,4.75,12.0,3.0,5.25,6.75,13.5,6.75,0.06315789371728897,0.5,1.0
426.0,3.0,1.0,1.0,3.0,33.0,4.25,5.0,25.0,5.050000190734863,19.5,17.5,-2.0,0.1882352977991104,0.8000001907348633,1.0
427.0,4.0,0.0,1.0,7.0,8.0,4.75,0.0,35.0,5.050000190734863,11.0,17.5,6.5,0.06315789371728897,0.3000001907348633,1.0
428.0,4.0,0.0,1.0,0.0,33.0,4.619999885559082,10.0,24.0,5.139999866485596,16.5,22.0,5.5,0.09307362139225006,0.5199999809265137,1.0
